"ID","Handle","Command","Title","Body HTML","Sort Order","Template Suffix","Updated At","Published","Published At","Published Scope","Image Src","Image Width","Image Height","Image Alt Text","Row #","Top Row","Must Match","Rule: Product Column","Rule: Relation","Rule: Condition","Products Count","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: collection.marketing_h1 [single_line_text_field]","Metafield: collection.sub_categories [list.collection_reference]","Metafield: collection.parent_category [collection_reference]","Metafield: collection.child_collections [list.collection_reference]","Metafield: collection.collection_bottom_description [list.metaobject_reference]","Metafield: collection.below_category_content [rich_text_field]","Metafield: collection.promo_block_1 [metaobject_reference]","Metafield: collection.promo_block_2 [metaobject_reference]","Metafield: collection.promo_block_3 [metaobject_reference]","Metafield: collection.promo_block_4 [metaobject_reference]"
"310488006793","sandals-womens-summer24","MERGE","Summer Sandals - Women's","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-17 07:09:26 +0200","web","","","","","213","true","all conditions","Tag","Equals","sandals-womens-summer24","3","","","","","","","","","","","",""
"310488039561","men-training","MERGE","Men's Training Shoes","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:27 +0200","web","","","","","214","true","all conditions","Tag","Equals","men-training","8","","","","","","","","","","","",""
"310488039561","men-training","MERGE","Men's Training Shoes","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:27 +0200","web","","","","","215","","","Title","Not Contains","clearance","8","","","","","","","","","","","",""
"310488072329","scrambler","MERGE","Scrambler","<p>All Scrambler II products</p>","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-17 07:09:27 +0200","web","","","","","216","true","all conditions","Tag","Equals","scrambler","17","","","","","","","","","","","",""
"310488105097","leather","MERGE","Leather","","Manual","","2025-10-17 07:09:27 +0200","true","2025-10-17 07:09:27 +0200","web","","","","","217","true","all conditions","Tag","Equals","leather","0","","","","","","","","","","","",""
"310488137865","bead-kits","MERGE","Bead Kits","","Manual","","2025-10-17 07:09:28 +0200","true","2025-10-17 07:09:28 +0200","web","","","","","218","true","all conditions","Tag","Equals","bead-kits","0","","","","","","","","","","","",""
"310488170633","hfs-original","MERGE","HFS Original","","Manual","","2025-10-17 07:09:29 +0200","true","2025-10-17 07:09:29 +0200","web","","","","","219","true","all conditions","Tag","Equals","hfs-original","0","","","","","","","","","","","",""
"310488203401","family-styles","MERGE","Family Styles","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:29 +0200","web","","","","","220","true","all conditions","Tag","Equals","family-styles","9","","","","","","","","","","","",""
"310488236169","stock-up","MERGE","Stock Up and Save","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:29 +0200","web","","","","","221","true","all conditions","Tag","Equals","stock-up","15","","","","","","","","","","","",""
"310488268937","ourbestsellers","MERGE","Our Best Selling Products","","Manual","","2025-10-17 07:09:29 +0200","true","2025-10-17 07:09:29 +0200","web","","","","","222","true","all conditions","Tag","Equals","ourbestsellers","0","","","","","","","","","","","",""
"310488301705","performance","MERGE","Running/Fitness","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:29 +0200","web","","","","","223","true","all conditions","Tag","Equals","performance","42","","","","","","","","","","","",""
"310488334473","simshoes","MERGE","SIM Shoes","<p>Connect with the track like never before in these barefoot-inspired shoes</p>","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-17 07:09:29 +0200","web","","","","","224","true","all conditions","Tag","Equals","simshoes","2","","","","","","","","","","","",""
"310488367241","dillon-knit","MERGE","Dillon Knit","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-17 07:09:30 +0200","web","","","","","225","true","all conditions","Tag","Equals","dillon-knit","2","","","","","","","","","","","",""
"310488400009","diysandals","MERGE","DIY Sandal Kits","<p>What could be more fun than making your own custom-designed, barefoot-inspired sandal?</p>

<p>Get a DIY Sandals Kit and create a sandal that’s uniquely you.</p>","Manual","","2025-10-17 07:09:30 +0200","true","2025-10-17 07:09:30 +0200","web","","","","","226","true","all conditions","Tag","Equals","diysandals","0","","","","","","","","","","","",""
"310488432777","casual-shoes","MERGE","Casual","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:31 +0200","web","","","","","227","true","all conditions","Tag","Equals","casual-shoes","43","","","","","","","","","","","",""
"310488465545","sim-racing-others","MERGE","Sim Racing Others","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:32 +0200","web","","","","","228","true","all conditions","Tag","Equals","sim-racing-others","9","","","","","","","","","","","",""
"310488498313","buy-more-save-more","MERGE","Buy More Save More","<p>Buy one pair, save 10%; buy two pairs, save 20%; buy three or more pairs, save 30%</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:32 +0200","web","","","","","229","true","all conditions","Tag","Equals","buy-more-save-more","13","","","","","","","","","","","",""
"310488531081","snap-on-beads","MERGE","Snap-on Beads","","Manual","","2025-10-17 07:09:32 +0200","true","2025-10-17 07:09:32 +0200","web","","","","","230","true","all conditions","Tag","Equals","snap-on-beads","0","","","","","","","","","","","",""
"310488563849","test-countdown","MERGE","test countdown","For a limited time, <strong>save 20%</strong> on new spring products!

[INSERT_ELEMENTOR_PDP id=""7635901""]","Manual","","2025-10-17 07:09:32 +0200","true","2025-10-17 07:09:32 +0200","web","","","","","231","true","all conditions","Tag","Equals","test-countdown","0","","","","","","","","","","","",""
"310488596617","t-shirts","MERGE","T-Shirts","","Manual","","2025-10-17 07:09:33 +0200","true","2025-10-17 07:09:33 +0200","web","","","","","232","true","all conditions","Tag","Equals","t-shirts","0","","","","","","","","","","","",""
"310488629385","pendants-charms","MERGE","Pendants & Charms","","Manual","","2025-10-17 07:09:34 +0200","true","2025-10-17 07:09:34 +0200","web","","","","","233","true","all conditions","Tag","Equals","pendants-charms","0","","","","","","","","","","","",""
"310488662153","sale-30-off","MERGE","30% off","Up to <strong>70% off</strong> select styles <strong>PLUS 10%</strong> off everything else!","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:34 +0200","web","","","","","234","true","all conditions","Tag","Equals","sale-30-off","5","","","","","","","","","","","",""
"310488694921","sale-50-off","MERGE","50% off","Up to <strong>70% off</strong> select styles <strong>PLUS 10%</strong> off everything else!","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:35 +0200","web","","","","","235","true","all conditions","Tag","Equals","sale-50-off","22","","","","","","","","","","","",""
"310488727689","sale-60-off","MERGE","60% off","Up to <strong>70% off</strong> select styles <strong>PLUS 10%</strong> off everything else!","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-17 07:09:35 +0200","web","","","","","236","true","all conditions","Tag","Equals","sale-60-off","28","","","","","","","","","","","",""
"310488760457","beads","MERGE","Beads","","Manual","","2025-10-17 07:09:35 +0200","true","2025-10-17 07:09:35 +0200","web","","","","","237","true","all conditions","Tag","Equals","beads","0","","","","","","","","","","","",""
"310488793225","sale-70-off","MERGE","70% off","Up to <strong>70% off</strong> select styles <strong>PLUS 10%</strong> off everything else!","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:35 +0200","web","","","","","238","true","all conditions","Tag","Equals","sale-70-off","25","","","","","","","","","","","",""
"310488825993","sale-40-off","MERGE","40% off","Up to <strong>70% off</strong> select styles <strong>PLUS 10%</strong> off everything else!","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-17 07:09:35 +0200","web","","","","","239","true","all conditions","Tag","Equals","sale-40-off","5","","","","","","","","","","","",""
"310488858761","new-boots","MERGE","New Boots","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","240","true","all conditions","Tag","Equals","new-arrivals","13","","","","","","","","","","","",""
"310488858761","new-boots","MERGE","New Boots","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","241","","","Tag","Equals","boots","13","","","","","","","","","","","",""
"310488891529","hiking-trail-boots","MERGE","Hiking & Trail Boots","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","242","true","all conditions","Tag","Equals","hiking","19","","","","","","","","","","","",""
"310488891529","hiking-trail-boots","MERGE","Hiking & Trail Boots","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","243","","","Tag","Equals","boots","19","","","","","","","","","","","",""
"310488891529","hiking-trail-boots","MERGE","Hiking & Trail Boots","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","244","","","Title","Not Contains","clearance","19","","","","","","","","","","","",""
"310488924297","casual-boots","MERGE","Casual Boots","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","245","true","all conditions","Tag","Equals","boots","17","","","","","","","","","","","",""
"310488924297","casual-boots","MERGE","Casual Boots","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","246","","","Tag","Equals","casual","17","","","","","","","","","","","",""
"310488957065","waterproof-boots","MERGE","Waterproof Boots","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","247","true","all conditions","Tag","Equals","boots","15","","","","","","","","","","","",""
"310488957065","waterproof-boots","MERGE","Waterproof Boots","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","248","","","Tag","Equals","waterproof","15","","","","","","","","","","","",""
"310488989833","training-shoes","MERGE","Training Shoes","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","249","true","all conditions","Tag","Equals","training","12","","","","","","","","","","","",""
"310489022601","alpine-kids","MERGE","Alpine Kids","","Best Selling","","2025-10-17 07:09:45 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","250","true","all conditions","Title","Contains","alpine","2","","","","","","","","","","","",""
"310489022601","alpine-kids","MERGE","Alpine Kids","","Best Selling","","2025-10-17 07:09:45 +0200","true","2025-10-17 07:09:37 +0200","web","","","","","251","","","Title","Contains","kids","2","","","","","","","","","","","",""
